f	CE1EL1	CE1EL2	CE2EL1	CE2EL2
415.0	0.001552421772957975	0.00839379789977652	-0.009705701141240457	0.0056458980342469845
416.0	0.0042277796015428104	0.008970262082881788	-0.008785134032350114	0.007191605472051712
417.0	0.006595549942227362	0.008976675622860192	-0.007272964453029722	0.008279431366903385
418.0	0.00849214667678191	0.008415359217800338	-0.005274596783700881	0.00884343701278992
419.0	0.009787605244909401	0.007324513995793308	-0.0029279070796589964	0.008850798550953545
420.0	0.01039447951657401	0.005775636052457844	-0.00039373886211785435	0.008303704317240363
421.0	0.01027373376921139	0.0038688390878577833	0.002155113133966152	0.007239051554782605
422.0	0.009437233538650893	0.0017263906018312404	0.004545677294687616	0.005725971894639988
423.0	0.007946677899824946	-0.0005151214731716208	0.006616535765635946	0.0038613507336817893
424.0	0.005909064359820562	-0.0027134902602510913	0.0082287163583328	0.0017636303953787913
425.0	0.003469018651670029	-0.0047299056156399726	0.009275011280578645	-0.0004347070073669478
426.0	0.0007985385476572286	-0.006437712811364476	0.009687098328258939	-0.0025955003230954845
427.0	-0.0019151216203497526	-0.007730361948244448	0.009439992057025578	-0.004583586479670145
428.0	-0.004482572921471864	-0.008528049533591346	0.008553535645446069	-0.0062752493851216465
429.0	-0.006725501318531666	-0.00878263861238989	0.007090846107071139	-0.007565912845232044
430.0	-0.00848904392232353	-0.008480554529671027	0.005153832435560003	-0.008376599494096665
431.0	-0.009652473558508413	-0.007643482714622724	0.002876104128937035	-0.008658757175351474
